Timestamp,HRV
0.0,2224.660299232263
0.884,2254.859307819126
1.78,2244.792971623505
2.672,2194.4612906453995
3.544,2194.4612906453995
4.416,2224.660299232263
5.3,2224.660299232263
6.184,2164.2622820585357
7.044,2134.063273471673
7.892,2164.2622820585357
8.752,2224.660299232263
9.636,2244.792971623505
10.528,2194.4612906453995
11.4,2184.394954449778
12.268,2234.726635427884
13.156,2285.0583164059894
14.064,2224.660299232263
14.948,2154.195945862915
15.804,2154.195945862915
16.66,2204.5276268410207
17.536,2234.726635427884
18.424,2154.195945862915
19.28,2123.9969372760515
20.124,2184.394954449778
20.992,2264.925644014747
21.892,2264.925644014747
22.792,2194.4612906453995
23.664,2194.4612906453995
24.536,2244.792971623505
25.428,2264.925644014747
26.328,2184.394954449778
27.196,2123.9969372760515
28.04,2154.195945862915
28.896,2204.5276268410207
29.772,2204.5276268410207
30.648,2174.328618254157
31.512,2194.4612906453995
32.384,2254.859307819126
33.28,2264.925644014747
34.18,2214.5939630366415
35.06,2184.394954449778
35.928,2194.4612906453995
36.8,2214.5939630366415
37.68,2174.328618254157
38.544,2154.195945862915
39.4,2194.4612906453995
40.272,2234.726635427884
41.16,2224.660299232263
42.044,2194.4612906453995
42.916,2194.4612906453995
43.788,2224.660299232263
44.672,2234.726635427884
45.56,2174.328618254157
46.424,2154.195945862915
47.28,2204.5276268410207
48.156,2254.859307819126
49.052,2214.5939630366415
49.932,2174.328618254157
50.796,2184.394954449778
51.664,2234.726635427884
52.552,2234.726635427884
53.44,2174.328618254157
54.304,2144.1296096672936
55.156,2194.4612906453995
56.028,2244.792971623505
56.92,2214.5939630366415
57.8,2174.328618254157
58.664,2194.4612906453995
59.536,2254.859307819126
60.432,2244.792971623505
61.324,2194.4612906453995
62.196,2164.2622820585357
63.056,2184.394954449778
63.924,2214.5939630366415
64.804,2194.4612906453995
65.676,2164.2622820585357
66.536,2174.328618254157
67.4,2224.660299232263
68.284,2244.792971623505
69.176,2224.660299232263
70.06,2214.5939630366415
70.94,2214.5939630366415
71.82,2204.5276268410207
72.696,2204.5276268410207
73.572,2174.328618254157
74.436,2164.2622820585357
75.296,2174.328618254157
76.16,2214.5939630366415
77.04,2224.660299232263
77.924,2214.5939630366415
78.804,2214.5939630366415
79.684,2214.5939630366415
80.564,2234.726635427884
81.452,2204.5276268410207
82.328,2174.328618254157
83.192,2164.2622820585357
84.052,2194.4612906453995
84.924,2214.5939630366415
85.804,2214.5939630366415
86.684,2184.394954449778
87.552,2194.4612906453995
88.424,2244.792971623505
89.316,2234.726635427884
90.204,2184.394954449778
91.072,2164.2622820585357
91.932,2204.5276268410207
92.808,2234.726635427884
93.696,2214.5939630366415
94.576,2164.2622820585357
95.436,2194.4612906453995
96.308,2234.726635427884
97.196,2224.660299232263
98.08,2164.2622820585357
98.94,2154.195945862915
99.796,2204.5276268410207
100.672,2244.792971623505
101.564,2214.5939630366415
102.444,2194.4612906453995
103.316,2224.660299232263
104.2,2244.792971623505
105.092,2214.5939630366415
105.972,2174.328618254157
106.836,2164.2622820585357
107.696,2174.328618254157
108.56,2194.4612906453995
109.432,2184.394954449778
110.3,2194.4612906453995
111.172,2234.726635427884
112.06,2234.726635427884
112.948,2234.726635427884
113.836,2224.660299232263
114.72,2204.5276268410207
115.596,2184.394954449778
116.464,2164.2622820585357
117.324,2184.394954449778
118.192,2184.394954449778
