Timestamp,HRV
0.0,2791.824397810028
0.86,2700.927789509237
1.692,2726.8982490237486
2.532,2804.8096275672847
3.396,2843.7653168390525
4.272,2752.8687085382608
5.12,2674.957329994725
5.944,2687.942559751981
6.772,2778.8391680527725
7.628,2778.8391680527725
8.484,2726.8982490237486
9.324,2700.927789509237
10.156,2752.8687085382608
11.004,2843.7653168390525
11.88,2817.7948573245408
12.748,2752.8687085382608
13.596,2713.913019266493
14.432,2739.8834787810047
15.276,2778.8391680527725
16.132,2739.8834787810047
16.976,2700.927789509237
17.808,2713.913019266493
18.644,2765.8539382955164
19.496,2804.8096275672847
20.36,2778.8391680527725
21.216,2739.8834787810047
22.06,2765.8539382955164
22.912,2778.8391680527725
23.768,2752.8687085382608
24.616,2726.8982490237486
25.456,2726.8982490237486
26.296,2765.8539382955164
27.148,2778.8391680527725
28.004,2752.8687085382608
28.852,2726.8982490237486
29.692,2765.8539382955164
30.544,2778.8391680527725
31.4,2752.8687085382608
32.248,2700.927789509237
33.08,2778.8391680527725
33.936,2726.8982490237486
34.776,2804.8096275672847
35.64,2765.8539382955164
36.492,2726.8982490237486
37.332,2765.8539382955164
38.184,2817.7948573245408
39.052,2778.8391680527725
39.908,2687.942559751981
40.736,2674.957329994725
41.56,2739.8834787810047
42.404,2791.824397810028
43.264,2752.8687085382608
44.112,2713.913019266493
44.948,2765.8539382955164
45.8,2817.7948573245408
46.668,2830.7800870817964
47.54,2739.8834787810047
48.384,2700.927789509237
49.216,2739.8834787810047
50.06,2765.8539382955164
50.912,2739.8834787810047
51.756,2713.913019266493
52.592,2726.8982490237486
53.432,2791.824397810028
54.292,2817.7948573245408
55.16,2778.8391680527725
56.016,2739.8834787810047
56.86,2739.8834787810047
57.704,2752.8687085382608
58.552,2739.8834787810047
59.396,2726.8982490237486
60.236,2713.913019266493
61.072,2739.8834787810047
61.916,2778.8391680527725
62.772,2804.8096275672847
63.636,2791.824397810028
64.496,2765.8539382955164
65.348,2752.8687085382608
66.196,2765.8539382955164
67.048,2765.8539382955164
67.9,2726.8982490237486
68.74,2687.942559751981
69.568,2700.927789509237
70.4,2765.8539382955164
71.252,2778.8391680527725
72.108,2765.8539382955164
72.96,2726.8982490237486
73.8,2778.8391680527725
74.656,2817.7948573245408
75.524,2817.7948573245408
76.392,2739.8834787810047
77.236,2713.913019266493
78.072,2752.8687085382608
78.92,2778.8391680527725
79.776,2713.913019266493
80.612,2661.972100237469
81.432,2700.927789509237
82.264,2778.8391680527725
83.12,2817.7948573245408
83.988,2765.8539382955164
84.84,2765.8539382955164
85.692,2804.8096275672847
86.556,2830.7800870817964
87.428,2765.8539382955164
88.28,2700.927789509237
89.112,2661.972100237469
89.932,2739.8834787810047
90.776,2739.8834787810047
91.62,2726.8982490237486
92.46,2726.8982490237486
93.3,2765.8539382955164
94.152,2830.7800870817964
95.024,2817.7948573245408
95.892,2778.8391680527725
96.748,2739.8834787810047
97.592,2752.8687085382608
98.44,2752.8687085382608
99.288,2713.913019266493
100.124,2700.927789509237
100.956,2713.913019266493
101.792,2752.8687085382608
102.64,2778.8391680527725
103.496,2778.8391680527725
104.352,2778.8391680527725
105.208,2778.8391680527725
106.064,2778.8391680527725
106.92,2765.8539382955164
107.772,2739.8834787810047
108.616,2739.8834787810047
109.46,2726.8982490237486
110.3,2726.8982490237486
111.14,2739.8834787810047
111.984,2765.8539382955164
112.836,2778.8391680527725
113.692,2752.8687085382608
114.54,2739.8834787810047
115.384,2778.8391680527725
116.24,2791.824397810028
117.1,2765.8539382955164
117.952,2713.913019266493
