Timestamp,HRV
0.0,2126.186578257794
0.844,2136.2632918988265
1.692,2126.186578257794
2.536,2126.186578257794
3.38,2136.2632918988265
4.228,2176.570146462955
5.092,2166.493432821923
5.952,2136.2632918988265
6.8,2146.3400055398583
7.652,2156.4167191808906
8.508,2156.4167191808906
9.364,2106.0331509757298
10.2,2075.803010052633
11.024,2116.1098646167616
11.864,2156.4167191808906
12.72,2156.4167191808906
13.576,2126.186578257794
14.42,2136.2632918988265
15.268,2196.723573745019
16.14,2206.800287386052
17.016,2146.3400055398583
17.868,2085.8797236936653
18.696,2095.9564373346975
19.528,2146.3400055398583
20.38,2136.2632918988265
21.228,2085.8797236936653
22.056,2085.8797236936653
22.884,2166.493432821923
23.744,2226.953714668116
24.628,2196.723573745019
25.5,2126.186578257794
26.344,2116.1098646167616
27.184,2146.3400055398583
28.036,2156.4167191808906
28.892,2085.8797236936653
29.72,2055.649582770569
30.536,2106.0331509757298
31.372,2186.6468601039874
32.24,2196.723573745019
33.112,2156.4167191808906
33.968,2156.4167191808906
34.824,2176.570146462955
35.688,2176.570146462955
36.552,2106.0331509757298
37.388,2075.803010052633
38.212,2085.8797236936653
39.04,2126.186578257794
39.884,2126.186578257794
40.728,2126.186578257794
41.572,2156.4167191808906
42.428,2186.6468601039874
43.296,2196.723573745019
44.168,2156.4167191808906
45.024,2126.186578257794
45.868,2146.3400055398583
46.72,2146.3400055398583
47.572,2116.1098646167616
48.412,2095.9564373346975
49.244,2095.9564373346975
50.076,2156.4167191808906
50.932,2156.4167191808906
51.788,2126.186578257794
52.632,2126.186578257794
53.476,2146.3400055398583
54.328,2186.6468601039874
55.196,2166.493432821923
56.056,2136.2632918988265
56.904,2126.186578257794
57.748,2146.3400055398583
58.6,2166.493432821923
59.46,2136.2632918988265
60.308,2095.9564373346975
61.14,2095.9564373346975
61.972,2126.186578257794
62.816,2156.4167191808906
63.672,2156.4167191808906
64.528,2126.186578257794
65.372,2136.2632918988265
66.22,2166.493432821923
67.08,2186.6468601039874
67.948,2156.4167191808906
68.804,2116.1098646167616
69.644,2095.9564373346975
70.476,2156.4167191808906
71.332,2156.4167191808906
72.188,2116.1098646167616
73.028,2095.9564373346975
73.86,2116.1098646167616
74.7,2176.570146462955
75.564,2186.6468601039874
76.432,2126.186578257794
77.276,2106.0331509757298
78.112,2146.3400055398583
78.964,2196.723573745019
79.836,2156.4167191808906
80.692,2106.0331509757298
81.528,2085.8797236936653
82.356,2146.3400055398583
83.208,2176.570146462955
84.072,2136.2632918988265
84.92,2095.9564373346975
85.752,2116.1098646167616
86.592,2166.493432821923
87.452,2196.723573745019
88.324,2136.2632918988265
89.172,2106.0331509757298
90.008,2126.186578257794
90.852,2176.570146462955
91.716,2156.4167191808906
92.572,2126.186578257794
93.416,2095.9564373346975
94.248,2126.186578257794
95.092,2166.493432821923
95.952,2166.493432821923
96.812,2126.186578257794
97.656,2116.1098646167616
98.496,2136.2632918988265
99.344,2166.493432821923
100.204,2156.4167191808906
101.06,2126.186578257794
101.904,2116.1098646167616
102.744,2146.3400055398583
103.596,2166.493432821923
104.456,2146.3400055398583
105.308,2106.0331509757298
106.144,2126.186578257794
106.988,2156.4167191808906
107.844,2156.4167191808906
108.7,2136.2632918988265
109.548,2116.1098646167616
110.388,2136.2632918988265
111.236,2156.4167191808906
112.092,2156.4167191808906
112.948,2116.1098646167616
113.788,2126.186578257794
114.632,2166.493432821923
115.492,2156.4167191808906
116.348,2136.2632918988265
117.196,2116.1098646167616
118.036,2136.2632918988265
