Timestamp,HRV
0.0,2108.224279546973
0.852,2088.428746405687
1.696,2118.1220461176163
2.552,2147.8153458295455
3.42,2157.7131124001885
4.292,2128.019812688259
5.152,2118.1220461176163
6.008,2157.7131124001885
6.88,2177.5086455414744
7.76,2137.917579258902
8.624,2078.5309798350436
9.464,2058.7354466937577
10.296,2108.224279546973
11.148,2147.8153458295455
12.016,2118.1220461176163
12.872,2088.428746405687
13.716,2128.019812688259
14.576,2197.3041786827607
15.464,2217.099711824047
16.36,2128.019812688259
17.22,2068.633213264401
18.056,2088.428746405687
18.9,2157.7131124001885
19.772,2128.019812688259
20.632,2048.8376801231148
21.46,2048.8376801231148
22.288,2147.8153458295455
23.156,2226.99747839469
24.056,2167.6108789708314
24.932,2098.3265129763304
25.78,2118.1220461176163
26.636,2177.5086455414744
27.516,2167.6108789708314
28.392,2068.633213264401
29.228,2038.9399135524718
30.052,2098.3265129763304
30.9,2167.6108789708314
31.776,2137.917579258902
32.64,2088.428746405687
33.484,2118.1220461176163
34.34,2187.406412112118
35.224,2197.3041786827607
36.112,2118.1220461176163
36.968,2088.428746405687
37.812,2118.1220461176163
38.668,2147.8153458295455
39.536,2108.224279546973
40.388,2068.633213264401
41.224,2098.3265129763304
42.072,2167.6108789708314
42.948,2157.7131124001885
43.82,2128.019812688259
44.68,2108.224279546973
45.532,2157.7131124001885
46.404,2157.7131124001885
47.276,2108.224279546973
48.128,2078.5309798350436
48.968,2108.224279546973
49.82,2147.8153458295455
50.688,2157.7131124001885
51.56,2108.224279546973
52.412,2128.019812688259
53.272,2147.8153458295455
54.14,2157.7131124001885
55.012,2108.224279546973
55.864,2088.428746405687
56.708,2098.3265129763304
57.556,2128.019812688259
58.416,2128.019812688259
59.276,2137.917579258902
60.14,2128.019812688259
61.0,2147.8153458295455
61.868,2157.7131124001885
62.74,2147.8153458295455
63.608,2128.019812688259
64.468,2098.3265129763304
65.316,2098.3265129763304
66.164,2118.1220461176163
67.02,2108.224279546973
67.872,2118.1220461176163
68.728,2128.019812688259
69.588,2128.019812688259
70.448,2157.7131124001885
71.32,2147.8153458295455
72.188,2137.917579258902
73.052,2128.019812688259
73.912,2128.019812688259
74.772,2128.019812688259
75.632,2108.224279546973
76.484,2108.224279546973
77.336,2118.1220461176163
78.192,2118.1220461176163
79.048,2128.019812688259
79.908,2128.019812688259
80.768,2137.917579258902
81.632,2147.8153458295455
82.5,2137.917579258902
83.364,2128.019812688259
84.224,2118.1220461176163
85.08,2128.019812688259
85.94,2137.917579258902
86.804,2118.1220461176163
87.66,2098.3265129763304
88.508,2108.224279546973
89.36,2128.019812688259
90.22,2147.8153458295455
91.088,2137.917579258902
91.952,2128.019812688259
92.812,2118.1220461176163
93.668,2157.7131124001885
94.54,2137.917579258902
95.404,2118.1220461176163
96.26,2088.428746405687
97.104,2108.224279546973
97.956,2128.019812688259
98.816,2137.917579258902
99.68,2137.917579258902
100.544,2128.019812688259
101.404,2137.917579258902
102.268,2167.6108789708314
103.144,2137.917579258902
104.008,2108.224279546973
104.86,2088.428746405687
105.704,2098.3265129763304
106.552,2128.019812688259
107.412,2118.1220461176163
108.268,2108.224279546973
109.12,2137.917579258902
109.984,2167.6108789708314
110.86,2167.6108789708314
111.736,2147.8153458295455
112.604,2118.1220461176163
113.46,2108.224279546973
114.312,2118.1220461176163
115.168,2108.224279546973
116.02,2098.3265129763304
116.868,2098.3265129763304
117.716,2118.1220461176163
